Athens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0695549626593726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0695549626593726	0.0	0.2500000037252903	0.0	0.0	0.0	0.0	0.0	0.0	0.1391099253187452	0.0	0.0	0.0	0.0	0.0	0.0	337.10000502318144	1.0000000149011612	0.2000000029802322	
Athens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2704212885112947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2704212885112947	0.0	0.3218343754159632	0.0	0.0	0.0	0.0	0.0	0.0	0.2908425732972991	0.0	0.0	0.0	0.0	0.0	0.0	333.300004966557	1.0000000149011612	0.21133097802385012	
Athens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4435006305371922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4435006305371922	0.0	0.34602514185138683	0.0	0.0	0.0	0.0	0.0	0.0	0.45009151709612505	0.0	0.0	0.0	0.0	0.0	0.0	329.00000490248203	1.0000000149011612	0.22442483899672672	
Athens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5787331469355712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5787331469355712	0.0	0.4679793961402973	0.0	0.0	0.0	0.0	0.0	0.0	0.5812144236233802	0.0	0.0	0.0	0.0	0.0	0.0	320.50000477582216	1.0000000149011612	0.25014366299109936	
Athens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6812997713338812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6812997713338812	0.0	0.5880383198178167	0.0	0.0	0.0	0.0	0.0	0.0	0.6824628081236442	0.0	0.0	0.0	0.0	0.0	0.0	312.7000046595931	1.0000000149011612	0.27435759268039206	
Athens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7583126010266289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7583126010266289	0.0	0.6857739954368517	0.0	0.0	0.0	0.0	0.0	0.0	0.7589848631409845	0.0	0.0	0.0	0.0	0.0	0.0	303.10000451654196	1.0000000149011612	0.30501234855451437	
Athens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8160332154612545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8160332154612545	0.0	0.761101142734287	0.0	0.0	0.0	0.0	0.0	0.0	0.816479777494708	0.0	0.0	0.0	0.0	0.0	0.0	299.20000445842743	1.0000000149011612	0.3178119030395244	
Athens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8594289543546733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8594289543546733	0.0	0.8182204709614819	0.0	0.0	0.0	0.0	0.0	0.0	0.8597474118291561	0.0	0.0	0.0	0.0	0.0	0.0	319.6000047624111	1.0000000149011612	0.24982590159643162	
Athens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8920139124414259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8920139124414259	0.0	0.8611973559669833	0.0	0.0	0.0	0.0	0.0	0.0	0.8922474985695358	0.0	0.0	0.0	0.0	0.0	0.0	341.2000050842762	1.0000000149011612	0.1819804293599359	
Athens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9164914056690965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9164914056690965	0.0	0.8934698942127307	0.0	0.0	0.0	0.0	0.0	0.0	0.9166646703409809	0.0	0.0	0.0	0.0	0.0	0.0	360.5000053718686	1.0000000149011612	0.12521891258812157	
